transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
1108,58,3149,2017-07-28 00:00:00,0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,1998-12-17 00:00:00
1109,21,565,2017-02-22 00:00:00,0,Approved,Solex,Standard,medium,large,1071.23,380.74,2011-05-07 00:00:00
1110,80,1573,2017-05-11 00:00:00,1,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,2013-09-16 00:00:00
1111,45,1421,2017-07-16 00:00:00,1,Approved,Solex,Standard,medium,medium,441.49,84.99,1993-04-12 00:00:00
1112,74,1726,2017-09-04 00:00:00,0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,2014-07-28 00:00:00
1113,85,990,2017-12-19 00:00:00,1,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,1997-08-25 00:00:00
1114,60,2796,2017-02-25 00:00:00,0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-24 00:00:00
1115,23,2759,2017-03-27 00:00:00,0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1993-10-02 00:00:00
1116,89,1508,2017-08-28 00:00:00,0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,2016-03-29 00:00:00
1117,14,1634,2017-12-01 00:00:00,0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2003-08-05 00:00:00
1118,7,2901,2017-05-15 00:00:00,0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2007-08-04 00:00:00
1119,5,1275,2017-04-11 00:00:00,0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,1998-12-16 00:00:00
1120,37,983,2017-05-23 00:00:00,0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-20 00:00:00
1121,27,1729,2017-03-04 00:00:00,1,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1994-07-12 00:00:00
1122,0,1147,2017-06-11 00:00:00,0,Approved,Solex,Standard,medium,medium,71.49,53.62,2014-03-03 00:00:00
1123,25,166,2017-02-01 00:00:00,0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2016-02-04 00:00:00
1124,36,1930,2017-08-09 00:00:00,1,Approved,Solex,Standard,low,medium,1289.85,74.51,2007-12-11 00:00:00
1125,41,1273,2017-04-07 00:00:00,1,Approved,Solex,Road,medium,medium,416.98,312.74,1999-06-23 00:00:00
1126,0,2597,2017-12-25 00:00:00,0,Approved,Solex,Road,medium,medium,416.98,312.74,2012-06-04 00:00:00
1127,26,3365,2017-08-15 00:00:00,1,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1993-05-26 00:00:00
1128,44,586,2017-02-21 00:00:00,0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2011-05-09 00:00:00
1129,0,1611,2017-09-27 00:00:00,1,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,1994-07-12 00:00:00
1130,0,230,2017-10-23 00:00:00,0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,1997-10-04 00:00:00
1132,15,3384,2017-04-27 00:00:00,0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,2005-12-07 00:00:00
1133,77,1658,2017-01-14 00:00:00,1,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,1997-01-25 00:00:00
1134,59,3135,2017-02-27 00:00:00,1,Approved,Solex,Standard,medium,large,1061.56,733.58,1993-07-20 00:00:00
1135,10,3268,2017-08-20 00:00:00,0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,1994-08-10 00:00:00
1136,66,1456,2017-12-22 00:00:00,0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,1995-10-24 00:00:00
1137,12,2786,2017-04-11 00:00:00,1,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2004-08-17 00:00:00
1138,88,1932,2017-08-18 00:00:00,1,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,2005-05-10 00:00:00
1139,61,1269,2017-04-18 00:00:00,0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,2013-09-16 00:00:00
1140,48,369,2017-08-28 00:00:00,1,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,2001-11-25 00:00:00
1141,45,2735,2017-08-04 00:00:00,1,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2011-04-16 00:00:00
1142,100,685,2017-09-19 00:00:00,0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,1991-05-06 00:00:00
1143,0,2912,2017-05-02 00:00:00,0,Approved,OHM Cycles,Road,high,large,12.01,7.21,2009-03-08 00:00:00
1144,4,1288,2017-09-21 00:00:00,1,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,2011-08-29 00:00:00
1145,25,3146,2017-10-18 00:00:00,1,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2011-01-10 00:00:00
1146,37,2508,2017-08-04 00:00:00,1,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1998-12-17 00:00:00
1147,34,2092,2017-03-28 00:00:00,1,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2004-08-17 00:00:00
1148,1,1671,2017-11-14 00:00:00,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-14 00:00:00
1149,27,3211,2017-07-12 00:00:00,1,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1999-07-20 00:00:00
1150,69,3084,2017-03-06 00:00:00,0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1995-10-24 00:00:00
1151,76,3454,2017-08-31 00:00:00,1,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2014-10-10 00:00:00
1152,40,2772,2017-10-18 00:00:00,1,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,1999-12-04 00:00:00
1153,79,1114,2017-01-03 00:00:00,0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2003-09-09 00:00:00
1154,40,970,2017-11-27 00:00:00,1,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,2003-07-21 00:00:00
1155,16,127,2017-01-03 00:00:00,1,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1994-09-09 00:00:00
1156,97,631,2017-04-25 00:00:00,1,Approved,Solex,Standard,medium,large,202.62,151.96,2016-03-29 00:00:00
1157,64,2434,2017-02-17 00:00:00,0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2012-05-18 00:00:00
1158,24,3001,2017-05-14 00:00:00,0,Approved,Solex,Road,medium,large,1777.8,820.78,2011-05-07 00:00:00
1159,0,1237,2017-11-11 00:00:00,1,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-12-02 00:00:00
1161,42,2883,2017-04-02 00:00:00,1,Approved,OHM Cycles,Road,medium,small,1810,1610.9,1993-04-12 00:00:00
1162,57,2385,2017-07-24 00:00:00,1,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1991-01-21 00:00:00
1163,85,2667,2017-08-29 00:00:00,1,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2005-05-10 00:00:00
1164,54,1676,2017-08-09 00:00:00,1,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,2015-08-10 00:00:00
1165,88,3045,2017-10-01 00:00:00,1,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,2002-10-10 00:00:00
1166,9,3410,2017-05-03 00:00:00,1,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,1991-11-07 00:00:00
1167,71,2356,2017-06-03 00:00:00,1,Approved,Solex,Standard,high,large,1842.92,1105.75,1995-10-24 00:00:00
1168,38,1493,2017-05-23 00:00:00,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2012-09-15 00:00:00
1169,16,1446,2017-02-22 00:00:00,0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1994-09-09 00:00:00
1170,91,1406,2017-07-16 00:00:00,1,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2004-07-25 00:00:00
1171,86,3360,2017-03-12 00:00:00,1,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2004-08-07 00:00:00
1172,0,2099,2017-03-25 00:00:00,0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,2015-08-02 00:00:00
1173,8,2646,2017-02-16 00:00:00,0,Approved,Solex,Road,medium,small,1703.52,1516.13,2003-08-05 00:00:00
1174,92,165,2017-09-24 00:00:00,1,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2004-01-16 00:00:00
1175,83,641,2017-01-05 00:00:00,0,Approved,Solex,Touring,medium,large,2083.94,675.03,2013-09-16 00:00:00
1176,92,1179,2017-07-26 00:00:00,1,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1996-04-05 00:00:00
1177,15,1127,2017-08-16 00:00:00,0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,2005-12-07 00:00:00
1178,72,2591,2017-01-28 00:00:00,1,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-10-18 00:00:00
1179,54,1860,2017-05-09 00:00:00,1,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,2003-07-21 00:00:00
1180,2,145,2017-11-24 00:00:00,0,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-12-02 00:00:00
1181,49,1013,2017-09-26 00:00:00,0,Approved,Solex,Standard,medium,large,1061.56,733.58,1993-07-20 00:00:00
1182,38,2576,2017-05-24 00:00:00,1,Approved,Solex,Standard,medium,medium,1577.53,826.51,2011-03-16 00:00:00
1183,43,3339,2017-04-23 00:00:00,0,Approved,Solex,Standard,medium,medium,1151.96,649.49,1999-12-04 00:00:00
1184,35,629,2017-10-23 00:00:00,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-14 00:00:00
1185,78,1517,2017-05-23 00:00:00,1,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2004-07-25 00:00:00
1186,96,198,2017-07-25 00:00:00,0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2002-10-10 00:00:00
1187,68,1951,2017-04-06 00:00:00,0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,1992-10-02 00:00:00
1188,44,2327,2017-05-19 00:00:00,1,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2011-05-09 00:00:00
1189,5,1411,2017-08-22 00:00:00,0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2011-08-29 00:00:00
1190,0,1405,2017-11-05 00:00:00,0,Approved,Solex,Standard,medium,medium,71.49,53.62,2011-08-29 00:00:00
1191,4,3354,2017-03-19 00:00:00,1,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,2004-08-17 00:00:00
1192,55,3157,2017-10-31 00:00:00,0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,1991-01-21 00:00:00
1194,28,1944,2017-07-22 00:00:00,0,Approved,Solex,Road,medium,small,1703.52,1516.13,2016-07-09 00:00:00
1195,40,2874,2017-09-21 00:00:00,1,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2006-02-02 00:00:00
1196,78,3439,2017-08-27 00:00:00,0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2004-08-07 00:00:00
1198,84,690,2017-08-08 00:00:00,0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,2015-08-02 00:00:00
1199,10,2583,2017-09-29 00:00:00,1,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2014-03-03 00:00:00
1200,0,86,2017-06-21 00:00:00,1,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2005-10-22 00:00:00
1202,70,72,2017-08-10 00:00:00,0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2000-05-22 00:00:00
1203,1,1762,2017-05-23 00:00:00,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2012-12-02 00:00:00
1204,94,3397,2017-05-28 00:00:00,0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2013-06-09 00:00:00
1205,44,2386,2017-11-22 00:00:00,0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2011-05-09 00:00:00
1206,49,177,2017-07-07 00:00:00,0,Approved,Solex,Standard,medium,large,1061.56,733.58,1993-07-20 00:00:00
1207,47,732,2017-06-22 00:00:00,1,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2006-10-01 00:00:00
1208,34,3052,2017-11-06 00:00:00,1,Approved,Norco Bicycles,Road,high,large,774.53,464.72,2003-03-18 00:00:00
1209,95,1731,2017-11-17 00:00:00,0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,2004-08-07 00:00:00
1210,9,3048,2017-04-20 00:00:00,0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,1991-11-07 00:00:00
1211,77,2719,2017-12-20 00:00:00,0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,2011-01-10 00:00:00
1212,23,3250,2017-06-10 00:00:00,1,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,2003-01-05 00:00:00
1213,90,343,2017-05-27 00:00:00,0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2005-05-10 00:00:00
1214,0,215,2017-10-09 00:00:00,0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,2015-06-17 00:00:00
1215,6,2372,2017-08-24 00:00:00,1,Cancelled,OHM Cycles,Standard,high,medium,227.88,136.73,2003-02-07 00:00:00
1216,61,3465,2017-07-29 00:00:00,1,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1998-12-16 00:00:00
1217,16,1234,2017-07-29 00:00:00,1,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1994-09-09 00:00:00
1218,15,1669,2017-11-01 00:00:00,0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,2011-08-24 00:00:00
1219,87,1897,2017-02-14 00:00:00,1,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,1998-12-16 00:00:00
1220,96,2016,2017-05-02 00:00:00,0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,1994-08-10 00:00:00
1221,56,2606,2017-09-18 00:00:00,1,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1993-10-02 00:00:00
1222,93,1519,2017-10-09 00:00:00,0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,1997-05-10 00:00:00
1223,58,1194,2017-08-06 00:00:00,0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-10-18 00:00:00
1224,30,1482,2017-05-07 00:00:00,0,Approved,Solex,Standard,high,medium,748.17,448.9,1991-11-10 00:00:00
1225,79,3294,2017-10-29 00:00:00,1,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2003-09-09 00:00:00
1226,6,1165,2017-02-25 00:00:00,0,Approved,Solex,Standard,high,medium,748.17,448.9,1991-11-10 00:00:00
1227,71,2152,2017-07-05 00:00:00,0,Approved,Solex,Standard,high,large,1842.92,1105.75,1995-10-24 00:00:00
1228,53,2142,2017-07-12 00:00:00,0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1997-02-09 00:00:00
1229,75,690,2017-01-25 00:00:00,1,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,1997-01-25 00:00:00
1230,96,2191,2017-02-08 00:00:00,0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,1991-05-06 00:00:00
1231,10,1398,2017-08-14 00:00:00,1,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,1994-08-10 00:00:00
1232,95,385,2017-05-04 00:00:00,1,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,2015-08-02 00:00:00
1233,6,2465,2017-04-26 00:00:00,0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2016-07-09 00:00:00
1234,3,2046,2017-05-08 00:00:00,0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1999-12-04 00:00:00
1235,18,2478,2017-04-04 00:00:00,1,Approved,Solex,Standard,medium,medium,575.27,431.45,2013-03-12 00:00:00
1236,12,365,2017-02-10 00:00:00,0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2004-07-25 00:00:00
1237,35,259,2017-12-03 00:00:00,1,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-14 00:00:00
1238,0,1640,2017-02-27 00:00:00,1,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,1992-10-11 00:00:00
1239,73,2383,2017-02-18 00:00:00,0,Approved,Solex,Standard,medium,medium,1945.43,333.18,2002-08-31 00:00:00
1240,6,346,2017-04-26 00:00:00,1,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2003-02-07 00:00:00
1241,40,2538,2017-10-25 00:00:00,1,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,1993-06-23 00:00:00
1242,54,457,2017-04-03 00:00:00,1,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,1991-11-10 00:00:00
1243,69,2407,2017-08-04 00:00:00,1,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,1997-01-25 00:00:00
1244,50,3498,2017-02-21 00:00:00,1,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2003-02-16 00:00:00
1245,28,1120,2017-10-28 00:00:00,0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1991-08-05 00:00:00
1246,53,1047,2017-01-16 00:00:00,0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1997-02-09 00:00:00
1247,81,1812,2017-04-14 00:00:00,0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1991-07-10 00:00:00
1248,74,503,2017-07-14 00:00:00,1,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2006-05-22 00:00:00
1249,1,713,2017-03-16 00:00:00,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-14 00:00:00
1250,90,142,2017-04-16 00:00:00,0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2005-05-10 00:00:00
1251,80,803,2017-06-17 00:00:00,1,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2012-05-18 00:00:00
1252,13,695,2017-03-04 00:00:00,1,Approved,Solex,Standard,medium,medium,1577.53,826.51,2011-03-16 00:00:00
1253,58,2220,2017-03-30 00:00:00,0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,1998-12-17 00:00:00
1254,10,1830,2017-04-04 00:00:00,0,Approved,Solex,Standard,medium,medium,1945.43,333.18,2002-08-31 00:00:00
1255,80,529,2017-01-15 00:00:00,0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,2004-08-07 00:00:00
1256,52,1428,2017-12-06 00:00:00,0,Approved,Solex,Road,medium,large,1777.8,820.78,2011-05-07 00:00:00
1257,56,2498,2017-06-13 00:00:00,1,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1993-10-02 00:00:00
1258,21,2222,2017-11-01 00:00:00,0,Approved,Solex,Standard,medium,large,1071.23,380.74,1996-04-05 00:00:00
1259,16,386,2017-07-18 00:00:00,1,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1994-09-09 00:00:00
1260,96,2288,2017-12-01 00:00:00,1,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2013-06-09 00:00:00
1261,17,210,2017-06-10 00:00:00,0,Approved,Solex,Standard,high,medium,1024.66,614.8,2010-11-05 00:00:00
1262,0,2679,2017-10-06 00:00:00,0,Approved,Solex,Standard,medium,medium,478.16,298.72,1993-06-23 00:00:00
1263,37,1029,2017-03-08 00:00:00,1,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-20 00:00:00
1264,99,3095,2017-11-24 00:00:00,0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2001-11-25 00:00:00
1265,49,375,2017-09-30 00:00:00,0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,1991-01-21 00:00:00
1266,38,1572,2017-10-09 00:00:00,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2014-07-28 00:00:00
1267,18,911,2017-11-04 00:00:00,0,Approved,Solex,Standard,medium,medium,575.27,431.45,2013-03-12 00:00:00
1268,60,2548,2017-08-04 00:00:00,1,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-24 00:00:00
1269,80,2103,2017-06-07 00:00:00,1,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-25 00:00:00
1270,1,3233,2017-10-11 00:00:00,1,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2003-02-07 00:00:00
1271,52,2472,2017-10-06 00:00:00,0,Approved,Solex,Road,medium,large,1777.8,820.78,2006-11-10 00:00:00
1272,0,1759,2017-06-17 00:00:00,0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-22 00:00:00
1273,90,1315,2017-05-07 00:00:00,0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,1999-07-26 00:00:00
1274,93,539,2017-07-22 00:00:00,0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2006-02-02 00:00:00
1275,97,27,2017-04-08 00:00:00,0,Approved,Solex,Standard,medium,large,202.62,151.96,2016-03-29 00:00:00
1276,14,1978,2017-01-20 00:00:00,0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2003-08-05 00:00:00
1277,2,3455,2017-06-27 00:00:00,1,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-09-15 00:00:00
1278,81,2048,2017-10-21 00:00:00,1,Approved,Solex,Standard,medium,medium,1151.96,649.49,1999-12-04 00:00:00
1279,18,469,2017-02-22 00:00:00,0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2005-05-10 00:00:00
1280,3,3102,2017-03-28 00:00:00,0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2011-08-24 00:00:00
1281,0,2500,2017-02-19 00:00:00,1,Approved,Solex,Standard,medium,medium,478.16,298.72,2012-05-18 00:00:00
1282,97,3491,2017-02-02 00:00:00,0,Approved,Solex,Standard,medium,large,202.62,151.96,2016-03-29 00:00:00
1284,38,2317,2017-07-29 00:00:00,1,Approved,Solex,Standard,medium,medium,1577.53,826.51,2011-03-16 00:00:00
1285,57,2290,2017-02-26 00:00:00,1,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,2011-08-24 00:00:00
1286,11,2856,2017-12-24 00:00:00,1,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,1993-10-02 00:00:00
1287,35,1918,2017-10-13 00:00:00,1,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1994-07-12 00:00:00
1288,50,1419,2017-02-28 00:00:00,0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2015-10-18 00:00:00
1289,95,1368,2017-06-05 00:00:00,0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,2003-09-10 00:00:00
1290,38,367,2017-10-08 00:00:00,1,Approved,Solex,Standard,medium,medium,1577.53,826.51,2007-12-11 00:00:00
1291,46,463,2017-08-21 00:00:00,1,Approved,Solex,Standard,low,medium,1289.85,74.51,2012-06-04 00:00:00
1292,14,3187,2017-10-28 00:00:00,1,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2010-05-05 00:00:00
1293,67,1931,2017-01-01 00:00:00,1,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-22 00:00:00
1294,12,2311,2017-04-09 00:00:00,0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2004-08-17 00:00:00
1295,93,158,2017-06-08 00:00:00,1,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2000-11-03 00:00:00
1296,0,3375,2017-10-24 00:00:00,1,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2004-09-28 00:00:00
1297,43,3255,2017-09-15 00:00:00,1,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2003-09-09 00:00:00
1298,93,743,2017-06-02 00:00:00,0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2004-01-16 00:00:00
1299,70,668,2017-01-29 00:00:00,1,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2015-04-11 00:00:00
1300,75,604,2017-05-21 00:00:00,0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,2006-05-22 00:00:00
1301,85,1893,2017-11-12 00:00:00,1,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2015-08-02 00:00:00
1302,25,2008,2017-05-25 00:00:00,1,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2016-02-04 00:00:00
1303,54,3326,2017-02-14 00:00:00,0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2005-10-22 00:00:00
1304,67,2294,2017-09-29 00:00:00,0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-22 00:00:00
1305,9,2161,2017-08-28 00:00:00,0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,1991-11-07 00:00:00
1306,46,1356,2017-11-20 00:00:00,0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-20 00:00:00
1307,62,1843,2017-04-23 00:00:00,1,Approved,Solex,Standard,medium,medium,478.16,298.72,2011-04-16 00:00:00
1308,0,1908,2017-08-16 00:00:00,0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,1991-05-06 00:00:00
1309,76,2435,2017-08-29 00:00:00,0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2014-10-10 00:00:00
1310,59,495,2017-06-26 00:00:00,1,Approved,Solex,Standard,medium,large,1061.56,733.58,2010-11-05 00:00:00
1311,3,1625,2017-03-08 00:00:00,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2007-08-04 00:00:00
1312,75,2774,2017-02-26 00:00:00,1,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,2006-05-22 00:00:00
1313,64,1473,2017-09-03 00:00:00,1,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2015-05-21 00:00:00
1314,5,3469,2017-06-04 00:00:00,0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2007-08-04 00:00:00
1315,43,1170,2017-10-05 00:00:00,0,Approved,Solex,Standard,medium,medium,1151.96,649.49,1993-04-12 00:00:00
1316,64,2540,2017-08-04 00:00:00,0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2015-04-11 00:00:00
1317,16,2142,2017-01-09 00:00:00,1,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1994-09-09 00:00:00
1318,12,3478,2017-06-08 00:00:00,1,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2004-08-17 00:00:00
1319,97,414,2017-03-01 00:00:00,1,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,1991-11-07 00:00:00
1320,95,372,2017-10-27 00:00:00,0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,1994-08-10 00:00:00
1321,21,364,2017-10-17 00:00:00,0,Approved,Solex,Standard,medium,large,1071.23,380.74,1996-04-05 00:00:00
1322,3,3214,2017-10-23 00:00:00,0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2004-09-28 00:00:00
1323,7,2380,2017-02-24 00:00:00,1,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2011-04-16 00:00:00
1324,91,643,2017-06-16 00:00:00,0,Approved,Solex,Standard,medium,medium,100.35,75.26,1994-08-10 00:00:00
1325,52,1298,2017-01-11 00:00:00,1,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,2001-11-25 00:00:00
1326,91,756,2017-03-28 00:00:00,0,Approved,Solex,Standard,medium,medium,100.35,75.26,2013-06-09 00:00:00
1327,99,773,2017-03-20 00:00:00,0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,1994-08-10 00:00:00
